,phrases,total,count_ https://lasergolfrangefinder.com/,count_ https://www.amazon.com/Golf-Range-Finders/b?ie=UTF8&node=3411111
149,"('resistantusga', 'approvededitor')",1,0,1
148,"('clubsironsirons', 'high', 'high')",1,2,1
147,"('water', 'resistantusga')",1,1,0
146,"('clubsironsirons', 'high', 'beginnersfairway')",1,0,1
144,"('clubsironsirons', 'high', 'handicappers')",1,1,0
142,"('golf', 'handicappers', 'beginnersfairway')",1,1,1
140,"('golf', 'high', 'beginnersfairway')",1,0,1
138,"('golf', 'high', 'handicappers')",1,1,0
158,"('high', 'handicappers', 'high')",1,0,1
136,"('golf', 'clubsironsirons', 'beginnersfairway')",1,1,1
135,"('range', 'yardx')",1,1,0
134,"('golf', 'clubsironsirons', 'handicappers')",1,0,1
132,"('golf', 'clubsironsirons', 'high')",1,1,0
131,"('golf', 'yard')",1,0,1
130,"('clubsbeginner', 'high', 'handicappers')",1,2,1
128,"('clubsbeginner', 'clubsironsirons', 'handicappers')",1,0,1
127,"('choose', 'precision')",1,1,1
126,"('clubsbeginner', 'clubsironsirons', 'high')",1,1,0
125,"('features', 'choose')",1,0,1
156,"('high', 'handicappers', 'beginnersfairway')",1,1,0
159,"('picsbushnell', 'tour')",1,1,0
190,"('beginnersfairway', 'beginnershybrid', 'clubsgolf')",1,1,1
178,"('handicappers', 'handicappers', 'beginnershybrid')",1,1,1
189,"('magnification', 'advanced')",1,1,0
188,"('beginnersfairway', 'handicappers', 'clubsgolf')",1,0,1
187,"('yards', 'yardx')",1,1,1
186,"('beginnersfairway', 'handicappers', 'beginnershybrid')",1,1,0
185,"('rangefindermax', 'range')",1,0,2
184,"('beginnersfairway', 'high', 'clubsgolf')",1,1,1
183,"('picsvpro', 'rangefindermax')",1,1,0
182,"('beginnersfairway', 'high', 'beginnershybrid')",1,0,1
181,"('reviews', 'picsvpro')",1,1,1
180,"('beginnersfairway', 'high', 'handicappers')",1,1,0
177,"('jolt', 'technologyusga')",1,1,0
160,"('high', 'handicappers', 'handicappers')",1,1,1
176,"('handicappers', 'high', 'beginnershybrid')",1,0,1
174,"('handicappers', 'high', 'handicappers')",1,1,0
172,"('handicappers', 'beginnersfairway', 'beginnershybrid')",1,6,1
170,"('handicappers', 'beginnersfairway', 'handicappers')",1,0,1
168,"('handicappers', 'beginnersfairway', 'high')",1,1,0
166,"('high', 'high', 'handicappers')",1,1,1
164,"('high', 'beginnersfairway', 'handicappers')",1,0,1
163,"('joltmax', 'range')",1,1,1
162,"('high', 'beginnersfairway', 'high')",1,1,0
161,"('tour', 'joltmax')",1,0,1
539,"('look', 'display')",1,0,2
541,"('display', 'rangefinder')",1,1,1
996,"('price', 'picsbushnell', 'joltmax')",1,1,0
542,"('money', 'this', 'list')",1,0,12
839,"('system', 'times')",1,0,2
838,"('precision', 'yard', 'range')",1,1,1
837,"('optical', 'system')",1,1,0
836,"('precision', 'golf', 'yardx')",1,0,1
835,"('state', 'optical')",1,1,1
834,"('precision', 'golf', 'range')",1,1,0
833,"('optics', 'state')",1,0,2
832,"('precision', 'golf', 'yard')",1,1,1
831,"('tech', 'optics')",1,1,0
830,"('choose', 'yard', 'range')",1,0,2
829,"('high', 'tech')",1,1,1
828,"('choose', 'golf', 'range')",1,1,0
827,"('best', 'high')",1,0,3
826,"('choose', 'golf', 'yard')",1,1,1
825,"('fortune', 'amazon')",1,1,0
824,"('choose', 'precision', 'range')",1,0,3
823,"('spend', 'fortune')",1,1,1
822,"('choose', 'precision', 'yard')",1,1,0
821,"('without', 'spend')",1,0,3
820,"('choose', 'precision', 'golf')",1,1,1
819,"('value', 'without')",1,1,0
818,"('features', 'golf', 'yard')",1,0,3
817,"('thing', 'value')",1,1,1
840,"('precision', 'yard', 'yardx')",1,2,0
842,"('precision', 'range', 'yardx')",1,0,2
843,"('magnification', 'brings')",1,1,0
856,"('yard', 'range', 'yardx')",1,1,1
866,"('yard', 'magnification', 'adaptive')",1,0,1
865,"('take', 'notch')",1,1,1
864,"('yard', 'yardx', 'adaptive')",1,2,0
863,"('things', 'take')",1,0,1
862,"('yard', 'yardx', 'magnification')",1,1,1
861,"('device', 'things')",1,1,0
860,"('yard', 'range', 'adaptive')",1,0,2
859,"('sound', 'device')",1,1,1
858,"('yard', 'range', 'magnification')",1,1,0
857,"('accuracy', 'sound')",1,0,2
855,"('yard', 'accuracy')",1,1,0
844,"('golf', 'yard', 'range')",1,1,1
854,"('golf', 'yardx', 'magnification')",1,0,2
853,"('minus', 'yard')",1,1,1
852,"('golf', 'range', 'magnification')",1,2,0
851,"('plus', 'minus')",1,0,2
850,"('golf', 'range', 'yardx')",1,1,1
849,"('close', 'plus')",1,1,0
848,"('golf', 'yard', 'magnification')",1,0,2
847,"('everything', 'close')",1,1,1
846,"('golf', 'yard', 'yardx')",1,1,0
845,"('brings', 'everything')",1,0,2
816,"('features', 'precision', 'yard')",1,1,0
814,"('features', 'precision', 'golf')",1,2,1
813,"('machine', 'best')",1,1,0
774,"('finders', 'superb', 'features')",1,1,0
784,"('superb', 'extraordinary', 'features')",1,1,1
783,"('provide', 'accurate')",1,1,0
782,"('finders', 'features', 'choose')",1,0,2
781,"('targets', 'provide')",1,1,1
780,"('finders', 'extraordinary', 'choose')",1,1,0
779,"('pinpointing', 'targets')",1,0,4
778,"('finders', 'extraordinary', 'features')",1,5,1
777,"('efficient', 'pinpointing')",1,1,0
776,"('finders', 'superb', 'choose')",1,0,4
775,"('need', 'efficient')",1,1,1
773,"('vpro', 'need')",1,0,2
787,"('yards', 'although')",1,1,1
772,"('finders', 'superb', 'extraordinary')",1,1,1
771,"('versatility', 'vpro')",1,1,0
770,"('range', 'extraordinary', 'features')",1,0,2
769,"('efficiency', 'versatility')",1,1,1
768,"('range', 'superb', 'features')",1,1,0
767,"('accuracy', 'efficiency')",1,0,1
766,"('range', 'superb', 'extraordinary')",1,1,1
765,"('offer', 'accuracy')",1,2,0
763,"('still', 'offer')",1,1,1
762,"('range', 'finders', 'extraordinary')",1,1,0
786,"('superb', 'extraordinary', 'choose')",1,1,0
788,"('superb', 'extraordinary', 'precision')",1,0,1
812,"('features', 'choose', 'yard')",1,0,1
801,"('soft', 'sleek')",1,1,0
811,"('attractive', 'machine')",1,1,1
810,"('features', 'choose', 'golf')",1,1,0
809,"('make', 'attractive')",1,0,1
808,"('features', 'choose', 'precision')",1,1,1
807,"('coating', 'make')",1,1,0
806,"('extraordinary', 'precision', 'golf')",1,0,1
805,"('superficial', 'coating')",1,1,1
804,"('extraordinary', 'choose', 'golf')",1,1,0
803,"('sleek', 'superficial')",1,0,1
802,"('extraordinary', 'choose', 'precision')",1,1,1
800,"('extraordinary', 'features', 'golf')",1,0,1
789,"('although', 'uses')",1,1,0
799,"('also', 'soft')",1,1,1
798,"('extraordinary', 'features', 'precision')",1,1,0
797,"('materials', 'also')",1,0,2
796,"('extraordinary', 'features', 'choose')",1,2,1
795,"('solid', 'materials')",1,1,0
794,"('superb', 'choose', 'precision')",1,0,4
793,"('modern', 'solid')",1,1,1
792,"('superb', 'features', 'precision')",1,1,0
791,"('uses', 'modern')",1,0,1
790,"('superb', 'features', 'choose')",1,1,1
867,"('notch', 'higher')",1,1,0
869,"('higher', 'multi')",1,0,4
870,"('range', 'yardx', 'adaptive')",1,1,0
943,"('unlike', 'rangefinders')",1,1,1
954,"('resistantusga', 'approvededitor', 'price')",1,1,0
953,"('large', 'objects')",1,0,1
952,"('resistantusga', 'approvededitor', 'rating')",1,1,1
951,"('coming', 'large')",1,1,0
950,"('water', 'rating', 'price')",1,0,2
949,"('signals', 'coming')",1,1,1
948,"('water', 'approvededitor', 'price')",1,1,0
947,"('slough', 'signals')",1,0,2
945,"('rangefinders', 'slough')",1,1,0
944,"('water', 'resistantusga', 'price')",1,0,2
942,"('water', 'resistantusga', 'rating')",1,1,0
956,"('resistantusga', 'approvededitor', 'reviews')",1,0,2
941,"('tech', 'unlike')",1,0,1
940,"('water', 'resistantusga', 'approvededitor')",1,1,1
939,"('acquisition', 'tech')",1,1,0
937,"('auto', 'target')",1,3,1
936,"('technology', 'resistantusga', 'rating')",1,1,0
935,"('priority', 'auto')",1,0,2
934,"('technology', 'resistantusga', 'approvededitor')",1,1,1
932,"('technology', 'water', 'rating')",1,0,2
931,"('proscan', 'distance')",1,1,1
929,"('ones', 'proscan')",1,0,2
955,"('objects', 'course')",1,1,1
957,"('course', 'focus')",1,1,0
927,"('background', 'ones')",1,1,0
980,"('rating', 'price', 'tour')",1,0,4
994,"('price', 'picsbushnell', 'tour')",1,1,1
993,"('design', 'also')",1,1,0
992,"('price', 'reviews', 'joltmax')",1,0,4
990,"('price', 'reviews', 'tour')",1,1,0
989,"('class', 'compact')",1,0,5
987,"('within', 'class')",1,1,0
986,"('rating', 'picsbushnell', 'tour')",1,0,4
985,"('least', 'within')",1,1,1
984,"('rating', 'reviews', 'tour')",1,1,0
983,"('market', 'least')",1,0,4
979,"('makes', 'lightest')",1,1,1
958,"('resistantusga', 'rating', 'price')",1,1,1
977,"('ounces', 'makes')",1,0,24
975,"('seven', 'ounces')",1,1,0
973,"('weighs', 'seven')",1,1,1
971,"('device', 'weighs')",1,0,3
967,"('lightweight', 'this')",1,1,1
963,"('wish', 'compact')",1,1,0
962,"('resistantusga', 'price', 'reviews')",1,0,24
961,"('target', 'wish')",1,1,1
960,"('resistantusga', 'rating', 'reviews')",1,1,0
959,"('focus', 'target')",1,0,2
928,"('technology', 'water', 'resistantusga')",1,1,1
926,"('slope', 'resistantusga', 'approvededitor')",1,0,2
871,"('multi', 'coated')",1,1,1
883,"('operation', 'trio')",1,1,1
894,"('magnification', 'adaptive', 'technology')",1,4,0
893,"('used', 'locate')",1,0,2
892,"('magnification', 'adaptive', 'slope')",1,2,1
891,"('modes', 'used')",1,2,0
890,"('yardx', 'slope', 'technology')",1,0,2
889,"('three', 'modes')",1,1,1
888,"('yardx', 'adaptive', 'technology')",1,1,0
887,"('modes', 'three')",1,0,2
886,"('yardx', 'adaptive', 'slope')",1,2,1
885,"('trio', 'modes')",1,1,0
882,"('yardx', 'magnification', 'slope')",1,1,0
896,"('magnification', 'adaptive', 'water')",1,0,2
881,"('mode', 'operation')",1,0,1
880,"('yardx', 'magnification', 'adaptive')",1,1,1
879,"('intuitive', 'mode')",1,1,0
878,"('range', 'adaptive', 'slope')",1,0,2
877,"('finger', 'intuitive')",1,1,1
876,"('range', 'magnification', 'slope')",1,1,0
875,"('optics', 'finger')",1,0,2
874,"('range', 'magnification', 'adaptive')",1,1,1
873,"('coated', 'optics')",1,1,0
872,"('range', 'yardx', 'slope')",1,0,1
895,"('locate', 'things')",1,1,1
897,"('things', 'make')",1,1,0
925,"('distractions', 'background')",1,1,1
913,"('forms', 'include')",1,1,1
924,"('slope', 'water', 'approvededitor')",1,1,0
923,"('despite', 'distractions')",1,0,2
922,"('slope', 'water', 'resistantusga')",1,1,1
921,"('flagstick', 'despite')",1,1,0
920,"('slope', 'technology', 'approvededitor')",1,0,2
919,"('focus', 'flagstick')",1,1,1
918,"('slope', 'technology', 'resistantusga')",1,1,0
917,"('priority', 'focus')",1,0,2
1,"('rangefinder', 'under')",1,1,1
914,"('adaptive', 'water', 'resistantusga')",1,0,2
912,"('adaptive', 'technology', 'resistantusga')",1,1,0
899,"('make', 'vpro')",1,0,2
911,"('these', 'forms')",1,0,2
910,"('adaptive', 'technology', 'water')",1,1,1
909,"('buying', 'these')",1,1,0
908,"('adaptive', 'slope', 'resistantusga')",1,0,2
907,"('worth', 'buying')",1,1,1
906,"('adaptive', 'slope', 'water')",1,1,0
905,"('hence', 'worth')",1,0,2
903,"('unique', 'hence')",1,1,0
901,"('vpro', 'unique')",1,1,1
900,"('magnification', 'slope', 'water')",1,1,0
761,"('cash', 'still')",1,0,5
760,"('range', 'finders', 'superb')",1,1,1
759,"('save', 'cash')",1,1,0
614,"('rangefinder', 'ideal', 'professional')",1,0,3
624,"('they', 'ideal', 'player')",1,2,0
623,"('maintains', 'accuracy')",1,0,3
622,"('they', 'ideal', 'professional')",1,1,1
621,"('rangefinder', 'maintains')",1,1,0
620,"('they', 'features', 'player')",1,0,3
619,"('better', 'rangefinder')",1,1,1
618,"('they', 'features', 'professional')",1,1,0
617,"('even', 'better')",1,0,3
616,"('they', 'features', 'ideal')",1,1,1
615,"('make', 'even')",1,1,0
613,"('courses', 'make')",1,1,1
627,"('yard', 'throughout')",1,1,0
612,"('rangefinder', 'features', 'professional')",1,1,0
611,"('golf', 'courses')",1,0,3
610,"('rangefinder', 'features', 'ideal')",1,2,1
609,"('enough', 'golf')",1,1,0
608,"('rangefinder', 'they', 'professional')",1,0,3
607,"('still', 'enough')",1,4,1
606,"('rangefinder', 'they', 'ideal')",1,1,0
605,"('offer', 'still')",1,0,3
604,"('rangefinder', 'they', 'features')",1,1,1
603,"('rangefinders', 'offer')",1,1,0
626,"('they', 'professional', 'player')",1,0,3
628,"('features', 'ideal', 'professional')",1,2,1
601,"('high', 'rangefinders')",1,2,1
641,"('things', 'clearer')",1,0,3
651,"('besides', 'coming')",1,1,0
650,"('ideal', 'beginner', 'choose')",1,0,2
649,"('replacement', 'besides')",1,1,1
648,"('ideal', 'player', 'choose')",1,1,0
647,"('closer', 'free')",1,0,2
646,"('ideal', 'player', 'beginner')",1,2,1
645,"('much', 'closer')",1,1,0
644,"('ideal', 'professional', 'choose')",1,0,2
643,"('clearer', 'much')",1,2,1
642,"('ideal', 'professional', 'beginner')",1,1,0
640,"('ideal', 'professional', 'player')",1,1,1
629,"('throughout', 'magnification')",1,0,1
639,"('flag', 'things')",1,3,0
638,"('features', 'player', 'beginner')",1,0,6
637,"('designed', 'flag')",1,3,1
636,"('features', 'professional', 'beginner')",1,1,0
635,"('magnification', 'rangefinder')",1,0,2
634,"('features', 'professional', 'player')",1,3,1
633,"('with', 'magnification')",1,1,0
632,"('features', 'ideal', 'beginner')",1,0,5
631,"('magnification', 'with')",1,1,1
630,"('features', 'ideal', 'player')",1,1,0
602,"('golf', 'features', 'ideal')",1,0,9
600,"('golf', 'they', 'ideal')",1,1,0
653,"('coming', 'free')",1,0,2
555,"('locked', 'target')",1,3,0
566,"('this', 'best', 'rangefinder')",1,0,5
565,"('scan', 'objects')",1,1,1
564,"('this', 'best', 'golf')",1,3,0
563,"('designed', 'scan')",1,0,2
562,"('this', 'list', 'rangefinder')",1,1,1
561,"('feature', 'designed')",1,1,0
559,"('impressive', 'feature')",1,1,1
558,"('this', 'list', 'best')",1,1,0
557,"('technology', 'impressive')",1,0,2
556,"('rating', 'list', 'golf')",1,1,1
554,"('rating', 'list', 'best')",1,0,1
569,"('field', 'view')",1,0,6
553,"('alert', 'locked')",1,4,1
552,"('rating', 'this', 'golf')",1,1,0
551,"('vibration', 'alert')",1,0,2
550,"('rating', 'this', 'best')",1,1,1
549,"('short', 'vibration')",1,1,0
548,"('rating', 'this', 'list')",1,0,2
547,"('deliver', 'short')",1,1,1
546,"('money', 'list', 'best')",1,1,0
545,"('designed', 'deliver')",1,0,15
544,"('money', 'this', 'best')",1,2,1
567,"('objects', 'field')",1,1,0
570,"('list', 'best', 'golf')",1,1,0
599,"('compared', 'high')",1,0,3
584,"('best', 'golf', 'features')",1,0,4
598,"('golf', 'they', 'features')",1,1,1
597,"('enough', 'compared')",1,1,0
593,"('seem', 'long')",1,0,4
592,"('golf', 'rangefinder', 'they')",1,1,1
590,"('best', 'they', 'features')",1,0,4
589,"('range', 'might')",1,1,1
588,"('best', 'rangefinder', 'features')",1,1,0
587,"('although', 'yard')",1,0,2
586,"('best', 'rangefinder', 'they')",1,1,1
585,"('range', 'although')",1,1,0
583,"('accuracy', 'range')",1,1,1
571,"('view', 'focus')",1,1,1
582,"('best', 'golf', 'they')",1,1,0
581,"('maximum', 'accuracy')",1,0,4
580,"('list', 'rangefinder', 'they')",1,1,1
579,"('ensure', 'maximum')",1,1,0
578,"('list', 'golf', 'they')",1,0,4
577,"('target', 'ensure')",1,1,1
575,"('desired', 'target')",1,0,4
574,"('list', 'best', 'they')",1,1,1
573,"('focus', 'desired')",1,1,0
572,"('list', 'best', 'rangefinder')",1,0,4
652,"('professional', 'player', 'beginner')",1,1,1
654,"('professional', 'player', 'choose')",1,1,0
758,"('golf', 'superb', 'extraordinary')",1,0,5
719,"('case', 'feels')",1,0,3
729,"('rangefinder', 'moneyshopping')",1,2,0
728,"('budget', 'these', 'finders')",1,0,5
727,"('madetectectec', 'vpro')",1,1,1
726,"('budget', 'these', 'range')",1,2,0
725,"('cheaply', 'madetectectec')",1,0,8
724,"('budget', 'these', 'golf')",1,1,1
723,"('little', 'cheaply')",1,1,0
722,"('requirements', 'golf', 'range')",1,0,8
721,"('feels', 'little')",1,2,1
720,"('requirements', 'these', 'range')",1,1,0
718,"('requirements', 'these', 'golf')",1,7,1
731,"('moneyshopping', 'rangefinder')",1,0,3
717,"('rangeplastic', 'case')",1,1,0
716,"('requirements', 'budget', 'range')",1,0,2
715,"('short', 'rangeplastic')",1,1,1
714,"('requirements', 'budget', 'golf')",1,1,0
713,"('battery', 'short')",1,0,2
712,"('requirements', 'budget', 'these')",1,1,1
711,"('opticsfree', 'battery')",1,1,0
710,"('according', 'these', 'golf')",1,0,2
709,"('clear', 'opticsfree')",1,1,1
708,"('according', 'budget', 'golf')",1,1,0
730,"('budget', 'golf', 'range')",1,5,1
732,"('budget', 'golf', 'finders')",1,2,0
706,"('according', 'budget', 'these')",1,1,1
747,"('choose', 'claims')",1,3,0
757,"('something', 'save')",1,1,1
756,"('golf', 'finders', 'extraordinary')",1,1,0
755,"('want', 'something')",1,0,5
754,"('golf', 'finders', 'superb')",1,1,1
753,"('however', 'want')",1,11,0
752,"('golf', 'range', 'extraordinary')",1,0,6
751,"('best', 'however')",1,1,1
750,"('golf', 'range', 'superb')",1,1,0
749,"('claims', 'best')",1,0,5
748,"('golf', 'range', 'finders')",1,1,1
746,"('these', 'finders', 'superb')",1,0,6
733,"('rangefinder', 'easiest')",1,5,1
744,"('these', 'range', 'superb')",1,4,0
743,"('many', 'options')",1,0,5
741,"('since', 'many')",1,2,0
740,"('these', 'golf', 'superb')",1,0,5
739,"('golfer', 'since')",1,2,1
738,"('these', 'golf', 'finders')",1,2,0
737,"('thing', 'golfer')",1,0,5
736,"('these', 'golf', 'range')",1,3,1
735,"('easiest', 'thing')",1,2,0
734,"('budget', 'range', 'finders')",1,0,3
707,"('easilycrisp', 'clear')",1,0,2
705,"('flag', 'easilycrisp')",1,1,0
655,"('battery', 'manufacturer')",1,2,1
667,"('rangefinder', 'never')",1,1,1
677,"('tournament', 'legalhighly')",1,0,3
676,"('beginner', 'choose', 'according')",1,2,1
675,"('makes', 'tournament')",1,1,0
674,"('player', 'according', 'requirements')",1,0,3
673,"('technology', 'makes')",1,5,1
672,"('player', 'choose', 'requirements')",1,1,0
671,"('prosadaptive', 'slope')",1,0,3
670,"('player', 'choose', 'according')",1,1,1
669,"('never', 'prosadaptive')",1,1,0
668,"('player', 'beginner', 'requirements')",1,0,3
666,"('player', 'beginner', 'according')",1,1,0
679,"('legalhighly', 'accurate')",1,1,1
665,"('lifetime', 'rangefinder')",1,0,3
664,"('player', 'beginner', 'choose')",1,1,1
663,"('replacement', 'lifetime')",1,1,0
662,"('professional', 'choose', 'according')",1,0,1
661,"('provides', 'free')",1,1,1
660,"('professional', 'beginner', 'according')",1,1,0
659,"('also', 'provides')",1,0,1
658,"('professional', 'beginner', 'choose')",1,1,1
657,"('manufacturer', 'also')",1,1,0
656,"('professional', 'player', 'according')",1,0,2
678,"('beginner', 'choose', 'requirements')",1,1,0
680,"('beginner', 'choose', 'budget')",1,0,3
704,"('according', 'requirements', 'golf')",1,0,2
693,"('acquisitionwater', 'resistant')",1,1,0
703,"('conditionspicks', 'flag')",1,1,1
702,"('according', 'requirements', 'these')",1,1,0
701,"('ideal', 'conditionspicks')",1,0,3
700,"('according', 'requirements', 'budget')",1,1,1
699,"('makes', 'ideal')",1,1,0
698,"('choose', 'budget', 'these')",1,0,4
697,"('design', 'makes')",1,1,1
696,"('choose', 'requirements', 'these')",1,1,0
695,"('resistant', 'design')",1,0,10
694,"('choose', 'requirements', 'budget')",1,1,1
692,"('choose', 'according', 'these')",1,0,4
681,"('accurate', 'measurementscompact')",1,1,0
691,"('target', 'acquisitionwater')",1,1,1
690,"('choose', 'according', 'budget')",1,1,0
689,"('accurate', 'target')",1,0,9
688,"('choose', 'according', 'requirements')",1,3,1
687,"('designeasy', 'accurate')",1,1,0
686,"('beginner', 'requirements', 'budget')",1,0,3
685,"('lightweight', 'designeasy')",1,4,1
684,"('beginner', 'according', 'budget')",1,1,0
683,"('measurementscompact', 'lightweight')",1,0,3
682,"('beginner', 'according', 'requirements')",1,1,1
916,"('slope', 'technology', 'water')",1,1,1
